identifier,type,id,operator,capacity,charging_station:output,access,payment:cards,opening_hours,network,total_sockets,total_kw,flag_missing_tag,overflow,overflow_power,adjusted_kw,evse_id,socket:chademo,socket:chademo:kw,socket:tesla_destination,socket:tesla_destination:kw,socket:type2,socket:type2:kw,socket:type2_cable,socket:type2_cable:kw,socket:type2_combo,socket:type2_combo:kw
VVC-?????,unassigned_point,node/13238037148,unknown,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,,2,22.0,,,,
VVC-?????,unassigned_point,node/13238037149,unknown,2,0.0,yes,no,24/7,Mobi.E,2,120.0,yes,0,0.0,120.0,,,,,,,,,,2,60.0
LSB-01056,unassigned_point,node/13238039466,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*ELSB*01056*1;PT*EDP*ELSB*01056*2,,,,,2,22.0,,,,
FZZ-00004,unassigned_point,node/13238819924,Powerdot,2,0.0,yes,no,24/7,Mobi.E,3,72.0,no,1,22.0,50.0,PT*HRZ*E*FZZ*00004*01;PT*HRZ*E*FZZ*00004*02;PT*HRZ*E*FZZ*00004*03,1,25.0,,,,,1,22.0,1,25.0
LMG-00023,unassigned_point,node/13238830705,EDP,2,120.0,yes,no,24/7,Mobi.E,2,240.0,no,0,0.0,120.0,PT*EDP*ELMG*00023*1;PT*EDP*ELMG*00023*2,,,,,,,,,2,120.0
MLG-00010,unassigned_point,node/13248744308,Mota Engil II,2,150.0,yes,no,24/7,Mobi.E,2,300.0,no,0,0.0,150.0,PT*MOT*E*MLG*00010*01;PT*MOT*E*MLG*00010*02,,,,,,,,,2,150.0
PVC-00002,unassigned_point,node/13248795180,SEGMA,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*SEG*E*PVC*00002*01;PT*SEG*E*PVC*00002*02,,,,,2,22.0,,,,
ARL-00004,unassigned_point,node/13252891651,Prio.E,2,150.0,yes,yes,24/7,Mobi.E,2,300.0,no,0,0.0,150.0,PT*PRI*E*ARL*00004*01;PT*PRI*E*ARL*00004*02,,,,,,,,,2,150.0
AND-00018,unassigned_point,node/13252990950,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,180.0,no,0,0.0,180.0,PT*GLP*EAND*00018*01;PT*GLP*EAND*00018*02,,,,,,,,,2,90.0
CNT-00036,unassigned_point,node/13252998115,Galp Power,2,60.0,yes,no,24/7,Mobi.E,2,120.0,no,0,0.0,60.0,PT*GLP*ECNT*00036*01;PT*GLP*ECNT*00036*02,,,,,,,,,2,60.0
CSC-00428,unassigned_point,node/13253011318,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00428*01;PT*TRK*E*CSC*00428*02,,,,,2,22.0,,,,
CSC-00351,unassigned_point,node/13253011319,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00351*01;PT*TRK*E*CSC*00351*02,,,,,2,22.0,,,,
CSC-00311,unassigned_point,node/13253011320,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00311*01;PT*TRK*E*CSC*00311*02,,,,,2,22.0,,,,
CSC-00462,unassigned_point,node/13253013867,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00462*01;PT*TRK*E*CSC*00462*02,,,,,2,22.0,,,,
CSC-00461,unassigned_point,node/13253013868,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00461*01;PT*TRK*E*CSC*00461*02,,,,,2,22.0,,,,
CSC-00459,unassigned_point,node/13253013869,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00459*01;PT*TRK*E*CSC*00459*02,,,,,2,22.0,,,,
CSC-00449,unassigned_point,node/13253028700,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00449*01;PT*TRK*E*CSC*00449*02,,,,,2,22.0,,,,
CSC-00458,unassigned_point,node/13253052654,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00458*01;PT*TRK*E*CSC*00458*02,,,,,2,22.0,,,,
CSC-00456,unassigned_point,node/13253052655,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00456*01;PT*TRK*E*CSC*00456*02,,,,,2,22.0,,,,
CSC-00455,unassigned_point,node/13253052656,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00455*01;PT*TRK*E*CSC*00455*02,,,,,2,22.0,,,,
CSC-00454,unassigned_point,node/13253052657,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00454*01;PT*TRK*E*CSC*00454*02,,,,,2,22.0,,,,
CSC-00487,unassigned_point,node/13253052659,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00487*01;PT*TRK*E*CSC*00487*02,,,,,2,22.0,,,,
CSC-00475,unassigned_point,node/13253052660,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00475*01;PT*TRK*E*CSC*00475*02,,,,,2,22.0,,,,
CSC-00474,unassigned_point,node/13253052661,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00474*01;PT*TRK*E*CSC*00474*02,,,,,2,22.0,,,,
CSC-00446,unassigned_point,node/13253060801,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00446*01;PT*TRK*E*CSC*00446*02,,,,,2,22.0,,,,
CSC-00442,unassigned_point,node/13253060802,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00442*01;PT*TRK*E*CSC*00442*02,,,,,2,22.0,,,,
CSC-00452,unassigned_point,node/13253064469,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00452*01;PT*TRK*E*CSC*00452*02,,,,,2,22.0,,,,
CSC-00451,unassigned_point,node/13253064470,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00451*01;PT*TRK*E*CSC*00451*02,,,,,2,22.0,,,,
CSC-00450,unassigned_point,node/13253064471,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00450*01;PT*TRK*E*CSC*00450*02,,,,,2,22.0,,,,
CSC-00470,unassigned_point,node/13253070224,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00470*01;PT*TRK*E*CSC*00470*02,,,,,2,22.0,,,,
CSC-00469,unassigned_point,node/13253070225,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00469*01;PT*TRK*E*CSC*00469*02,,,,,2,22.0,,,,
CSC-00466,unassigned_point,node/13253070226,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00466*01;PT*TRK*E*CSC*00466*02,,,,,2,22.0,,,,
CSC-00464,unassigned_point,node/13253070227,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00464*01;PT*TRK*E*CSC*00464*02,,,,,2,22.0,,,,
CSC-00496,unassigned_point,node/13253109695,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00496*01;PT*TRK*E*CSC*00496*02,,,,,2,22.0,,,,
CSC-00495,unassigned_point,node/13253109696,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00495*01;PT*TRK*E*CSC*00495*02,,,,,2,22.0,,,,
LSB-01023,unassigned_point,node/13253113731,EMEL,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EML*E*LSB*01023*01;PT*EML*E*LSB*01023*02,,,,,2,22.0,,,,
MTJ-00051,unassigned_point,node/13253115367,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*MTJ*00051*01;PT*TRK*E*MTJ*00051*02,,,,,2,22.0,,,,
ACN-?????,unassigned_point,node/13254789196,unknown,2,0.0,yes,no,24/7,Mobi.E,2,100.0,yes,0,0.0,100.0,,,,,,,,,,2,50.0
node/13256680429,unassigned_point,node/13256680429,Câmara Municipal de Estremoz,2,0.0,private,,24/7,,2,44.0,no,0,0.0,44.0,,,,,,2,22.0,,,,
PLM-00070,unassigned_point,node/13256786460,Iberdrola,2,0.0,yes,no,09:00-21:00,Mobi.E,2,44.0,no,0,0.0,44.0,PT*IBD*E*PLM*00070*01;PT*IBD*E*PLM*00070*02,,,,,2,22.0,,,,
PTL-00026,unassigned_point,node/13256817072,Repsol,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,PT*REP*E*PTL*00026*01;PT*REP*E*PTL*00026*02;PT*REP*E*PTL*00026*03,1,50.0,,,,,1,43.0,1,50.0
FAR-00079,unassigned_point,node/13265255092,Powerdot,2,172.0,yes,no,24/7,Mobi.E,3,222.0,no,1,22.0,172.0,PT*HRZ*E*FAR*00079*01;PT*HRZ*E*FAR*00079*02;PT*HRZ*E*FAR*00079*03,1,50.0,,,1,22.0,,,1,150.0
PDL-00022,unassigned_point,node/13265282118,SEGMA,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*SEG*E*PDL*00022*01;PT*SEG*E*PDL*00022*02,,,,,2,22.0,,,,
VNG-00219,unassigned_point,node/13265294547,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*HRZ*E*VNG*00219*01;PT*HRZ*E*VNG*00219*02,,,,,2,22.0,,,,
LMG-00019,unassigned_point,node/13268649070,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*ELMG*00019*1;PT*EDP*ELMG*00019*2,,,,,2,22.0,,,,
ODV-00053,unassigned_point,node/13268959069,Logical Gravity,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,PT*LOG*E*ODV*00053*01;PT*LOG*E*ODV*00053*02,,,,,2,22.0,,,,
ABF-00150,unassigned_point,node/13271311922,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*EABF*00150*1;PT*EDP*EABF*00150*2,,,,,2,22.0,,,,
CSC-00483,unassigned_point,node/13271851168,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00483*01;PT*TRK*E*CSC*00483*02,,,,,2,22.0,,,,
CSC-00479,unassigned_point,node/13271851169,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00479*01;PT*TRK*E*CSC*00479*02,,,,,2,22.0,,,,
CSC-00472,unassigned_point,node/13271851170,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00472*01;PT*TRK*E*CSC*00472*02,,,,,2,22.0,,,,
CSC-00447,unassigned_point,node/13271851171,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00447*01;PT*TRK*E*CSC*00447*02,,,,,2,22.0,,,,
CSC-00430,unassigned_point,node/13271851172,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00430*01;PT*TRK*E*CSC*00430*02,,,,,2,22.0,,,,
CSC-00409,unassigned_point,node/13271851173,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00361*01;PT*TRK*E*CSC*00361*02,,,,,2,22.0,,,,
CSC-00406,unassigned_point,node/13271851174,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00406*01;PT*TRK*E*CSC*00406*02,,,,,2,22.0,,,,
CSC-00404,unassigned_point,node/13271851175,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00404*01;PT*TRK*E*CSC*00404*02,,,,,2,22.0,,,,
CSC-00378,unassigned_point,node/13271851176,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00378*01;PT*TRK*E*CSC*00378*02,,,,,2,22.0,,,,
CSC-00361,unassigned_point,node/13271851177,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00361*01;PT*TRK*E*CSC*00361*02,,,,,2,22.0,,,,
CSC-00499,unassigned_point,node/13272560754,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00499*01;PT*TRK*E*CSC*00499*02,,,,,2,22.0,,,,
CSC-00498,unassigned_point,node/13272560755,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00498*01;PT*TRK*E*CSC*00498*02,,,,,2,22.0,,,,
CSC-00486,unassigned_point,node/13272560756,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00486*01;PT*TRK*E*CSC*00486*02,,,,,2,22.0,,,,
CSC-00508,unassigned_point,node/13272569285,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00508*01;PT*TRK*E*CSC*00508*02,,,,,2,22.0,,,,
Continente Bom Dia Alcains,unassigned_point,node/13273093373,Continente,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,,,,,,2,22.0,,,,
Continente Bom Dia Proença-a-Nova,unassigned_point,node/13273096135,Continente,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,,,,,,2,22.0,,,,
Continente Bom Dia Delães,unassigned_point,node/13273149836,Continente,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,,,,,,2,22.0,,,,
ABF-00148,unassigned_point,node/13274149807,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*EABF*00148*1;PT*EDP*EABF*00148*2,,,,,2,22.0,,,,
ABF-00142,unassigned_point,node/13274149808,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*EABF*00142*1;PT*EDP*EABF*00142*2,,,,,2,22.0,,,,
ABF-00134,unassigned_point,node/13274149809,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*EABF*00134*1;PT*EDP*EABF*00134*2,,,,,2,22.0,,,,
ABF-00123,unassigned_point,node/13274149810,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*EABF*00123*1;PT*EDP*EABF*00123*2,,,,,2,22.0,,,,
STS-00040,unassigned_point,node/13274182806,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*STS*00040*01;PT*TRK*E*STS*00040*02,,,,,2,22.0,,,,
CSC-00285,unassigned_point,node/13274183540,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00285*01;PT*TRK*E*CSC*00285*02,,,,,2,22.0,,,,
MOBI-PRT-00117,unassigned_point,node/13274183608,Helexia II,1,0.0,customers,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*HLX*E*MOBI*PRT*00117*01,,,,,1,7.4,,,,
CSC-00513,unassigned_point,node/13279587655,EDP,1,0.0,yes,no,24/7,Mobi.E,1,11.0,no,0,0.0,11.0,PT*EDP*E*CSC*00513*01,,,,,1,11.0,,,,
CSC-00512,unassigned_point,node/13279587656,EDP,1,0.0,yes,no,24/7,Mobi.E,1,11.0,no,0,0.0,11.0,PT*EDP*E*CSC*00512*01,,,,,1,11.0,,,,
GMR-00156,unassigned_point,node/13279693995,Mota Engil II,2,60.0,yes,no,24/7,Mobi.E,2,120.0,no,0,0.0,60.0,PT*MOT*E*GMR*00156*01;PT*MOT*E*GMR*00156*02,,,,,,,,,2,60.0
BRG-00144,unassigned_point,node/13283997976,EDP,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*EBRG*00144*1;PT*EDP*EBRG*00144*2,,,,,2,22.0,,,,
MAI-00090,unassigned_point,node/13283997977,Atlante,2,60.0,yes,no,08:00-21:00,Mobi.E,2,120.0,no,0,0.0,60.0,PT*ATL*EMAI*00090*1;PT*ATL*EMAI*00090*2,,,,,,,,,2,60.0
PDL-00023,unassigned_point,node/13284068998,SEGMA,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*SEG*E*PDL*00023*01;PT*SEG*E*PDL*00023*02,,,,,2,22.0,,,,
ABF-00126,unassigned_point,node/13286071199,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*EABF*00126*1;PT*EDP*EABF*00126*2,,,,,2,22.0,,,,
TVD-00062,unassigned_point,node/13286161333,Mota Engil II,2,90.0,yes,yes,24/7,Mobi.E,2,180.0,yes,0,0.0,90.0,PT*MOT*E*TVD*00062*01;PT*MOT*E*TVD*00062*02,,,,,,,,,2,90.0
OVR-00062,unassigned_point,node/13287439238,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*GLP*EOVR*00062*01;PT*GLP*EOVR*00062*02,,,,,2,22.0,,,,
MMV-00013,unassigned_point,node/13289889834,Bel Mobility,2,0.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,100.0,PT*BEL*E*MMV*00013*01;PT*BEL*E*MMV*00013*02;PT*BEL*E*MMV*00013*03,1,50.0,,,,,1,22.0,1,50.0
TMC-00005,unassigned_point,node/13289895632,DTE,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*DTE*E*TMC*00005*01;PT*DTE*E*TMC*00005*02,,,,,2,22.0,,,,
TVD-00096,unassigned_point,node/13289914381,Cepsa,1,150.0,yes,yes,24/7,Mobi.E,1,150.0,no,0,0.0,150.0,PT*CPS*E*TVD*00096*01,,,,,,,,,1,150.0
LRS-00152,unassigned_point,node/13296550347,Moon,2,0.0,yes,no,Mo-Fr 09:00-19:30; Sa 09:00-18:00,Mobi.E,3,147.0,yes,1,22.0,125.0,PT*MOO*E*LRS*00152*01;PT*MOO*E*LRS*00152*02,1,50.0,,,1,22.0,,,1,75.0
MNC-00015,unassigned_point,node/13296632556,REMO,2,200.0,yes,no,24/7,Mobi.E,2,300.0,no,0,0.0,200.0,PT*REM*E*MNC*00015*01;PT*REM*E*MNC*00015*02,,,,,,,,,2,150.0
VFX-00135,unassigned_point,node/13296698534,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*GLP*EVFX*00135*01;PT*GLP*EVFX*00135*02,,,,,2,22.0,,,,
PMS-00015,unassigned_point,node/13299275016,Galp Power,2,72.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,72.0,PT*GLP*EPMS*00015*01;PT*GLP*EPMS*00015*02;PT*GLP*EPMS*00015*03,1,50.0,,,,,1,22.0,1,50.0
VCD-00030,unassigned_point,node/13299285136,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*EVCD*00030*1;PT*EDP*EVCD*00030*2,,,,,2,22.0,,,,
FND-00029,unassigned_point,node/13302511187,DTE,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*DTE*E*FND*00029*01;PT*DTE*E*FND*00029*02,,,,,2,22.0,,,,
FND-00036,unassigned_point,node/13302540546,DTE,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*DTE*E*FND*00036*01;PT*DTE*E*FND*00036*02,,,,,2,22.0,,,,
FND-00032,unassigned_point,node/13302540547,DTE,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*DTE*E*FND*00032*01;PT*DTE*E*FND*00032*02,,,,,2,22.0,,,,
FND-00030,unassigned_point,node/13302541460,DTE,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*DTE*E*FND*00030*01;PT*DTE*E*FND*00030*02,,,,,2,22.0,,,,
RDD-00003,unassigned_point,node/13302560952,Veimonte,1,0.0,yes,no,09:00-18:00,Mobi.E,1,7.4,no,0,0.0,7.4,PT*VEI*E*RDD*00003*01,,,,,,,1,7.4,,
RDD-00004,unassigned_point,node/13302569809,Veimonte,1,0.0,customers,no,09:00-18:00,Mobi.E,1,7.4,no,0,0.0,7.4,PT*VEI*E*RDD*00004*01,,,,,,,1,7.4,,
VFX-00133,unassigned_point,node/13304526791,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*GLP*EVFX*00133*01;PT*GLP*EVFX*00133*02,,,,,2,22.0,,,,
VFX-00134,unassigned_point,node/13304526792,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*GLP*EVFX*00134*01;PT*GLP*EVFX*00134*02,,,,,2,22.0,,,,
GMR-00160,unassigned_point,node/13306377307,Galp Power,2,90.0,yes,no,24/7,Mobi.E,2,180.0,no,0,0.0,90.0,PT*GLP*EGMR*00160*01;PT*GLP*EGMR*00160*02,,,,,,,,,2,90.0
LSB-00985,unassigned_point,node/13314492226,EDP,2,142.0,yes,no,24/7,Mobi.E,3,262.0,no,1,22.0,142.0,PT*EDP*ELSB*00985*1;PT*EDP*ELSB*00985*2;PT*EDP*ELSB*00985*3,,,,,1,22.0,,,2,120.0
TVD-00060,unassigned_point,node/13314976926,Mota Engil II,2,120.0,yes,no,24/7,Mobi.E,2,240.0,yes,0,0.0,120.0,PT*MOT*E*TVD*00060*01;PT*MOT*E*TVD*00060*02,,,,,,,,,2,120.0
TVD-00064,unassigned_point,node/13317805023,Mota Engil II,2,0.0,yes,no,24/7,Mobi.E,2,240.0,no,0,0.0,240.0,PT*MOT*E*TVD*00064*01;PT*MOT*E*TVD*00064*02,,,,,,,,,2,120.0
CNF-00009,unassigned_point,node/13320208121,REMO,2,80.0,yes,no,24/7,Mobi.E,2,120.0,no,0,0.0,80.0,PT*REM*E*CNF*00009*01;PT*REM*E*CNF*00009*02,,,,,,,,,2,60.0
STB-00120,unassigned_point,node/13320245519,EDP,2,82.0,yes,no,24/7,Mobi.E,3,142.0,no,1,22.0,82.0,PT*EDP*ESTB*00120*1;PT*EDP*ESTB*00120*2;PT*EDP*ESTB*00120*3,,,,,,,1,22.0,2,60.0
FND-00031,unassigned_point,node/13322963721,DTE,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*DTE*E*FND*00031*01;PT*DTE*E*FND*00031*02,,,,,2,22.0,,,,
LSB-00991,unassigned_point,node/13322985760,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*ELSB*00991*1;PT*EDP*ELSB*00991*2,,,,,2,22.0,,,,
LSB-01033,unassigned_point,node/13323034748,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*ELSB*01033*1;PT*EDP*ELSB*01033*2,,,,,2,22.0,,,,
LSB-01067,unassigned_point,node/13323042940,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*ELSB*01067*1;PT*EDP*ELSB*01067*2,,,,,2,22.0,,,,
LSB-01064,unassigned_point,node/13323042941,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*ELSB*01064*1;PT*EDP*ELSB*01064*2,,,,,2,22.0,,,,
LSB-01059,unassigned_point,node/13323042942,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*ELSB*01059*1;PT*EDP*ELSB*01059*2,,,,,2,22.0,,,,
LSB-01058,unassigned_point,node/13323042943,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*ELSB*01058*1;PT*EDP*ELSB*01058*2,,,,,2,22.0,,,,
LSB-01055,unassigned_point,node/13323042944,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*ELSB*01055*1;PT*EDP*ELSB*01055*2,,,,,2,22.0,,,,
LSB-01052,unassigned_point,node/13323042945,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*ELSB*01052*1;PT*EDP*ELSB*01052*2,,,,,2,22.0,,,,
PLM-00067,unassigned_point,node/13323046943,EDP,2,0.0,yes,no,24/7,Mobi.E,3,162.0,no,1,22.0,140.0,PT*EDP*EPLM*00067*1;PT*EDP*EPLM*00067*2;PT*EDP*EPLM*00067*3,1,50.0,,,1,22.0,,,1,90.0
LSB-01068,unassigned_point,node/13323048378,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*ELSB*01068*1;PT*EDP*ELSB*01068*2,,,,,2,22.0,,,,
PLM-00059,unassigned_point,node/13323083105,EDP,2,0.0,yes,no,24/7,Mobi.E,3,162.0,no,1,22.0,140.0,PT*EDP*EPLM*00059*1;PT*EDP*EPLM*00059*2;PT*EDP*EPLM*00059*3,1,50.0,,,1,22.0,,,1,90.0
PRT-00335,unassigned_point,node/13323087728,Iberdrola,2,0.0,yes,no,09:00-21:00,Mobi.E,2,44.0,no,0,0.0,44.0,PT*IBD*E*PRT*00335*01;PT*IBD*E*PRT*00335*02,,,,,2,22.0,,,,
MGR-00025,unassigned_point,node/13323991331,EcoInside,2,0.0,yes,no,24/7,Mobi.E,2,200.0,no,0,0.0,200.0,PT*ECI*E*MGR*00025*01;PT*ECI*E*MGR*00025*02,,,,,,,,,2,100.0
LLE-00249,unassigned_point,node/13324004460,Galp Power,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*GLP*ELLE*00249*01;PT*GLP*ELLE*00249*02,,,,,2,22.0,,,,
PDL-00024,unassigned_point,node/13324013526,SEGMA,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*SEG*E*PDL*00024*01;PT*SEG*E*PDL*00024*02,,,,,2,22.0,,,,
LRA-00177,unassigned_point,node/13332586459,Helexia II,2,160.0,yes,no,24/7,Mobi.E,2,240.0,no,0,0.0,160.0,PT*HLX*E*LRA*00177*01;PT*HLX*E*LRA*00177*02,,,,,,,,,2,120.0
ABF-00167,unassigned_point,node/13334936193,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*EABF*00167*1;PT*EDP*EABF*00167*2,,,,,2,22.0,,,,
