identifier,type,id,capacity,charging_station:output,access,payment:cards,opening_hours,network,total_sockets,total_kw,flag_missing_tag,overflow,overflow_power,adjusted_kw,socket:chademo,socket:tesla_destination,socket:tesla_supercharger_ccs,socket:type2,socket:type2_cable,socket:type2_combo
Mealhada Supercharger / 15B,child_point,child/node/12455915562,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Mealhada Supercharger / 9B,child_point,child/node/12455915563,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Mealhada Supercharger / 15A,child_point,child/node/12455915564,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Mealhada Supercharger / 9A,child_point,child/node/12455915565,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Mealhada Supercharger / 14B,child_point,child/node/12455915566,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Mealhada Supercharger / 8B,child_point,child/node/12455915567,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Mealhada Supercharger / 14A,child_point,child/node/12455915568,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Mealhada Supercharger / 8A,child_point,child/node/12455915569,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Mealhada Supercharger / 13B,child_point,child/node/12455915570,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Mealhada Supercharger / 7B,child_point,child/node/12455915571,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Mealhada Supercharger / 13A,child_point,child/node/12455915572,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Mealhada Supercharger / 7A,child_point,child/node/12455915573,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Mealhada Supercharger / 12B,child_point,child/node/12455915574,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Mealhada Supercharger / 6B,child_point,child/node/12455915575,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Mealhada Supercharger / 12A,child_point,child/node/12455915576,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Mealhada Supercharger / 6A,child_point,child/node/12455915577,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Mealhada Supercharger / 11B,child_point,child/node/12455915578,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Mealhada Supercharger / 3D,child_point,child/node/13081895789,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Mealhada Supercharger / 3C,child_point,child/node/13081895790,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Mealhada Supercharger / 4B,child_point,child/node/13081895791,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Mealhada Supercharger / 4A,child_point,child/node/13081895792,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Mealhada Supercharger / 4D,child_point,child/node/13081895793,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Mealhada Supercharger / 4C,child_point,child/node/13081895794,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Mealhada Supercharger / 5B,child_point,child/node/13081895795,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Mealhada Supercharger / 5A,child_point,child/node/13081895796,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Mealhada Supercharger / 5D,child_point,child/node/13081895797,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Mealhada Supercharger / 5C,child_point,child/node/13081895798,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Mealhada Supercharger / 1A,child_point,child/node/13081895799,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Mealhada Supercharger / 1B,child_point,child/node/13081895800,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Mealhada Supercharger / 1C,child_point,child/node/13081917601,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Mealhada Supercharger / 1D,child_point,child/node/13081917602,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Mealhada Supercharger / 2A,child_point,child/node/13081917603,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Mealhada Supercharger / 2B,child_point,child/node/13081917604,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Mealhada Supercharger / 2C,child_point,child/node/13081917605,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Mealhada Supercharger / 2D,child_point,child/node/13081917606,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Mealhada Supercharger / 3A,child_point,child/node/13081917607,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Mealhada Supercharger / 3B,child_point,child/node/13081917608,1,0.0,yes,yes,24/7,Tesla,1,250.0,no,0,0.0,250.0,0,0,0,0,0,1
Ribeira de Pena Supercharger,way,way/1346643063,10,750.0,yes,,24/7,Tesla,10,1500.0,no,0,0.0,750.0,0,0,0,0,0,10
Ribeira de Pena Supercharger / 1A,child_point,child/node/5617743685,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Ribeira de Pena Supercharger / 5B,child_point,child/node/12456053200,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Ribeira de Pena Supercharger / 5A,child_point,child/node/12456059001,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Ribeira de Pena Supercharger / 4B,child_point,child/node/12456059002,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Ribeira de Pena Supercharger / 4A,child_point,child/node/12456059003,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Ribeira de Pena Supercharger / 3B,child_point,child/node/12456059004,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Ribeira de Pena Supercharger / 3A,child_point,child/node/12456059005,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Ribeira de Pena Supercharger / 2B,child_point,child/node/12456059006,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Ribeira de Pena Supercharger / 2A,child_point,child/node/12456059007,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
Ribeira de Pena Supercharger / 1B,child_point,child/node/12456059008,1,0.0,yes,no,24/7,Tesla,1,150.0,no,0,0.0,150.0,0,0,0,0,0,1
BNV-00015/16,way,way/1346668951,4,300.0,yes,,24/7,Mobi.E,4,600.0,no,0,0.0,300.0,0,0,0,0,0,4
BNV-00015/16 / BNV-00015,child_point,child/node/12321333861,2,0.0,yes,no,24/7,Mobi.E,2,300.0,no,0,0.0,300.0,0,0,0,0,0,2
BNV-00015/16 / BNV-00016,child_point,child/node/12456260963,2,0.0,yes,no,24/7,Mobi.E,2,300.0,no,0,0.0,300.0,0,0,0,0,0,2
LSB-00574/575,way,way/1346889435,4,0.0,yes,,24/7,Mobi.E,6,286.0,no,2,86.0,200.0,2,0,0,0,2,2
LSB-00574/575 / LSB-00574,child_point,child/node/8220237394,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
LSB-00574/575 / LSB-00575,child_point,child/node/12459009566,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
LSB-00218/219,way,way/1346889436,4,0.0,yes,,24/7,Mobi.E,4,130.0,no,0,0.0,130.0,0,0,0,0,4,0
LSB-00218/219 / LSB-00219,child_point,child/node/8154943186,2,0.0,yes,no,24/7,Mobi.E,2,86.0,no,0,0.0,86.0,0,0,0,0,2,0
LSB-00218/219 / LSB-00218,child_point,child/node/8449046026,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,0,2,0
LSB-00572/573,way,way/1346891713,4,0.0,yes,,24/7,Mobi.E,6,286.0,no,2,86.0,200.0,2,0,0,0,2,2
LSB-00572/573 / LSB-00572,child_point,child/node/10237649028,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
LSB-00572/573 / LSB-00573,child_point,child/node/12459013715,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
PRT-00324…331,way,way/1346905357,9,920.0,yes,,24/7,Mobi.E,28,2628.0,no,19,1084.0,920.0,4,0,0,9,0,15
PRT-00324…331 / PRT-00324,child_point,child/node/10313632199,1,0.0,yes,no,24/7,Mobi.E,3,222.0,no,2,122.0,100.0,0,0,0,1,0,2
PRT-00324…331 / PRT-00323,child_point,child/node/12459133468,1,0.0,yes,no,24/7,Mobi.E,3,192.0,no,2,72.0,120.0,1,0,0,1,0,1
PRT-00324…331 / PRT-00326,child_point,child/node/12459133469,1,0.0,yes,no,24/7,Mobi.E,2,400.0,no,1,200.0,200.0,0,0,0,0,0,2
PRT-00324…331 / PRT-00326,child_point,child/node/12459133470,1,0.0,yes,no,24/7,Mobi.E,3,272.0,no,2,72.0,200.0,1,0,0,1,0,1
PRT-00324…331 / PRT-00330,child_point,child/node/12992462082,1,0.0,yes,no,24/7,Mobi.E,2,44.0,no,1,22.0,22.0,0,0,0,2,0,0
PRT-00324…331 / PRT-00329,child_point,child/node/12992462083,1,0.0,yes,no,24/7,Mobi.E,2,320.0,no,1,160.0,160.0,0,0,0,0,0,2
PRT-00324…331 / PRT-00328,child_point,child/node/12994415384,1,0.0,yes,no,24/7,Mobi.E,3,322.0,no,2,172.0,150.0,0,0,0,1,0,2
PRT-00324…331 / PRT-00327,child_point,child/node/12994415385,1,0.0,yes,no,24/7,Mobi.E,1,200.0,no,0,0.0,200.0,0,0,0,0,0,1
PRT-00324…331 / PRT-00327,child_point,child/node/13006273782,1,0.0,yes,no,24/7,Mobi.E,2,250.0,no,1,50.0,200.0,1,0,0,0,0,1
PRT-00324…331 / PRT-00325,child_point,child/node/13006273791,1,0.0,yes,no,24/7,Mobi.E,2,44.0,no,1,22.0,22.0,0,0,0,2,0,0
PRT-00324…331 / PRT-00165,child_point,child/node/13006273792,1,0.0,yes,no,24/7,Mobi.E,3,122.0,no,2,72.0,50.0,1,0,0,1,0,1
PRT-00324…331 / PRT-00331,child_point,child/node/13084078773,1,0.0,yes,no,24/7,Mobi.E,2,240.0,no,1,120.0,120.0,0,0,0,0,0,2
PRT-00162/163,way,way/1346909068,4,0.0,yes,,24/7,Mobi.E,6,286.0,no,2,86.0,200.0,2,0,0,0,2,2
PRT-00162/163 / PRT-00162,child_point,child/node/10313632200,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
PRT-00162/163 / PRT-00163,child_point,child/node/12459166399,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,0,0,0,1,1
IONITY Óbidos,way,way/1346917039,6,2100.0,yes,,24/7,Mobi.E;Ionity,6,2100.0,no,0,0.0,2100.0,0,0,0,0,0,6
IONITY Óbidos / OBD-00025,child_point,child/node/10297249045,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Óbidos / OBD-00025,child_point,child/node/12459256909,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Óbidos / OBD-00025,child_point,child/node/12459256910,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Óbidos / OBD-00025,child_point,child/node/12459256911,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Óbidos / OBD-00025,child_point,child/node/12459256912,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Óbidos / OBD-00025,child_point,child/node/12459256913,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Almodovar N-S,way,way/1346921056,6,2100.0,yes,,24/7,Mobi.E;Ionity,6,2100.0,no,0,0.0,2100.0,0,0,0,0,0,6
IONITY Almodovar N-S / ADV-00017,child_point,child/node/8207021263,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Almodovar N-S / ADV-00017,child_point,child/node/12459275357,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Almodovar N-S / ADV-00017,child_point,child/node/12459275358,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Almodovar N-S / ADV-00017,child_point,child/node/12459275359,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Almodovar N-S / ADV-00017,child_point,child/node/12459275360,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Almodovar N-S / ADV-00017,child_point,child/node/12459275361,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Almodovar S-N,way,way/1346921064,6,2100.0,yes,,24/7,Mobi.E;Ionity,6,2100.0,no,0,0.0,2100.0,0,0,0,0,0,6
IONITY Almodovar S-N / ADV-00018,child_point,child/node/8207021262,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Almodovar S-N / ADV-00018,child_point,child/node/12459275378,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Almodovar S-N / ADV-00018,child_point,child/node/12459275379,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Almodovar S-N / ADV-00018,child_point,child/node/12459275380,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Almodovar S-N / ADV-00018,child_point,child/node/12459275381,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Almodovar S-N / ADV-00018,child_point,child/node/12459275382,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Marateca,way,way/1346926573,6,2100.0,yes,,24/7,Mobi.E;Ionity,6,2100.0,no,0,0.0,2100.0,0,0,0,0,0,6
IONITY Marateca / PLM-00036,child_point,child/node/11831817461,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Marateca / PLM-00036,child_point,child/node/12459349760,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Marateca / PLM-00036,child_point,child/node/12459349761,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Marateca / PLM-00036,child_point,child/node/12459349762,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Marateca / PLM-00036,child_point,child/node/12459349763,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Marateca / PLM-00036,child_point,child/node/12459349764,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Estremoz L-O,way,way/1346928508,2,0.0,yes,,24/7,Mobi.E;Ionity,2,700.0,no,0,0.0,700.0,0,0,0,0,0,2
IONITY Estremoz L-O / ETZ-00025,child_point,child/node/8308860880,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Estremoz L-O / ETZ-00025,child_point,child/node/12459375015,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Estremoz O-L,way,way/1346928520,2,0.0,yes,,24/7,Mobi.E;Ionity,2,700.0,no,0,0.0,700.0,0,0,0,0,0,2
IONITY Estremoz O-L / ETZ-00026,child_point,child/node/8308860881,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Estremoz O-L / ETZ-00026,child_point,child/node/12459375034,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Leiria N-S,way,way/1347053984,6,2100.0,yes,,24/7,Mobi.E;Ionity,6,2100.0,no,0,0.0,2100.0,0,0,0,0,0,6
IONITY Leiria N-S / LRA-00115,child_point,child/node/8385399037,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Leiria N-S / LRA-00115,child_point,child/node/12460609841,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Leiria N-S / LRA-00115,child_point,child/node/12460609842,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Leiria N-S / LRA-00115,child_point,child/node/12460609843,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Leiria N-S / LRA-00115,child_point,child/node/12460609844,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Leiria N-S / LRA-00115,child_point,child/node/12460609845,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Leiria S-N,way,way/1347057662,6,2100.0,yes,,24/7,Mobi.E;Ionity,6,2100.0,no,0,0.0,2100.0,0,0,0,0,0,6
IONITY Leiria S-N / LRA-00116,child_point,child/node/8385399036,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Leiria S-N / LRA-00116,child_point,child/node/12460669505,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Leiria S-N / LRA-00116,child_point,child/node/12460669507,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Leiria S-N / LRA-00116,child_point,child/node/12460669511,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Leiria S-N / LRA-00116,child_point,child/node/12460669513,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Leiria S-N / LRA-00116,child_point,child/node/12460669516,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Castelo Branco Oeste,way,way/1347060866,4,1400.0,yes,,24/7,Mobi.E;Ionity,4,1400.0,no,0,0.0,1400.0,0,0,0,0,0,4
IONITY Castelo Branco Oeste / CTB-00037,child_point,child/node/10759838503,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Castelo Branco Oeste / CTB-00037,child_point,child/node/12460681818,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Castelo Branco Oeste / CTB-00037,child_point,child/node/12460681819,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Castelo Branco Oeste / CTB-00037,child_point,child/node/12460681820,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Castelo Branco Leste,way,way/1347063189,4,1400.0,yes,,24/7,Mobi.E;Ionity,4,1400.0,no,0,0.0,1400.0,0,0,0,0,0,4
IONITY Castelo Branco Leste / CTB-00038,child_point,child/node/9906483751,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Castelo Branco Leste / CTB-00038,child_point,child/node/12460682040,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Castelo Branco Leste / CTB-00038,child_point,child/node/12460682041,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Castelo Branco Leste / CTB-00038,child_point,child/node/12460682042,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Guarda,way,way/1347077837,8,2200.0,yes,,24/7,Mobi.E;Ionity,8,3000.0,no,0,0.0,2200.0,0,0,0,0,0,8
IONITY Guarda / GRD-00034,child_point,child/node/11831693362,1,350.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Guarda / GRD-00034,child_point,child/node/12304899497,2,400.0,yes,no,24/7,Mobi.E;Ionity,2,800.0,no,0,0.0,400.0,0,0,0,0,0,2
IONITY Guarda / GRD-00034,child_point,child/node/12460808592,2,400.0,yes,no,24/7,Mobi.E;Ionity,2,800.0,no,0,0.0,400.0,0,0,0,0,0,2
IONITY Guarda / GRD-00034,child_point,child/node/12460808593,1,350.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Guarda / GRD-00034,child_point,child/node/12460808594,1,350.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Guarda / GRD-00034,child_point,child/node/12460808595,1,350.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Albergaria-a-Velha,way,way/1347084523,6,2100.0,yes,,24/7,Mobi.E;Ionity,6,2100.0,no,0,0.0,2100.0,0,0,0,0,0,6
IONITY Albergaria-a-Velha / ALB-00019,child_point,child/node/9121105019,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Albergaria-a-Velha / ALB-00019,child_point,child/node/12460866539,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Albergaria-a-Velha / ALB-00019,child_point,child/node/12460866540,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Albergaria-a-Velha / ALB-00019,child_point,child/node/12460866541,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Albergaria-a-Velha / ALB-00019,child_point,child/node/12460866542,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Albergaria-a-Velha / ALB-00019,child_point,child/node/12460866543,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Barcelos N-S,way,way/1347095481,2,0.0,yes,,24/7,Mobi.E;Ionity,2,700.0,no,0,0.0,700.0,0,0,0,0,0,2
IONITY Barcelos N-S / BCL-00027,child_point,child/node/8232073282,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Barcelos N-S / BCL-00027,child_point,child/node/12460990693,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Barcelos S-N,way,way/1347097270,2,0.0,yes,,24/7,Mobi.E;Ionity,2,700.0,no,0,0.0,700.0,0,0,0,0,0,2
IONITY Barcelos S-N / BCL-00028,child_point,child/node/8232073283,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
IONITY Barcelos S-N / BCL-00028,child_point,child/node/12460966581,1,0.0,yes,no,24/7,Mobi.E;Ionity,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
Centro Porsche Porto,way,way/1347098895,2,0.0,customers,,24/7,Porsche,2,700.0,no,0,0.0,700.0,0,0,0,0,0,2
Centro Porsche Porto / node/8215555645,child_point,child/node/8215555645,1,0.0,customers,,24/7,Porsche,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
Centro Porsche Porto / node/12461011067,child_point,child/node/12461011067,1,0.0,customers,,24/7,Porsche,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
Centro Porsche Leiria,way,way/1347101759,2,0.0,customers,,Mo-Fr 09:00-18:00,Mobi.E,2,700.0,no,0,0.0,700.0,0,0,0,0,0,2
Centro Porsche Leiria / node/8829299061,child_point,child/node/8829299061,1,0.0,customers,,Mo-Fr 09:00-18:00,Porsche,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
Centro Porsche Leiria / node/12460982684,child_point,child/node/12460982684,1,0.0,customers,,Mo-Fr 09:00-18:00,Porsche,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
Centro Porsche Faro,way,way/1347102551,4,0.0,customers,,Mo-Fr 09:00-18:00,Mobi.E,4,772.0,no,0,0.0,772.0,0,0,0,0,1,3
Centro Porsche Faro / node/8232470379,child_point,child/node/8232470379,2,0.0,customers,,Mo-Fr 09:00-18:00,Porsche,2,72.0,no,0,0.0,72.0,0,0,0,0,1,1
Centro Porsche Faro / node/8849291222,child_point,child/node/8849291222,1,0.0,customers,,Mo-Fr 09:00-18:00,Porsche,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
Centro Porsche Faro / node/12461066204,child_point,child/node/12461066204,1,0.0,customers,,Mo-Fr 09:00-18:00,Porsche,1,350.0,no,0,0.0,350.0,0,0,0,0,0,1
ALM-00060/61,way,way/1347106674,12,400.0,yes,,24/7,Mobi.E,12,1100.0,no,0,0.0,400.0,2,0,0,0,0,10
