identifier,type,id,operator,capacity,charging_station:output,access,payment:cards,opening_hours,network,total_sockets,total_kw,flag_missing_tag,overflow,overflow_power,adjusted_kw,socket:chademo,socket:chademo:kw,socket:tesla_destination,socket:tesla_destination:kw,socket:type2,socket:type2:kw,socket:type2_cable,socket:type2_cable:kw,socket:type2_combo,socket:type2_combo:kw
LSB-90050,unassigned_point,node/966120777,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90032,unassigned_point,node/966120783,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
LSB-90033,unassigned_point,node/966120787,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90064,unassigned_point,node/966120797,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LSB-90045,unassigned_point,node/966120799,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
LSB-90035,unassigned_point,node/966120802,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LSB-90039,unassigned_point,node/966120809,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00007,unassigned_point,node/966120813,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90036,unassigned_point,node/966120816,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
CSC-90008,unassigned_point,node/966120831,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-80034,unassigned_point,node/966120833,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00010,unassigned_point,node/966120841,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
BGC-90001,unassigned_point,node/966120850,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90041,unassigned_point,node/966120854,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
CSC-00511,unassigned_point,node/966120859,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,14.8,yes,0,0.0,14.8,,,,,2,7.4,,,,
CSC-90009,unassigned_point,node/966120865,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LRS-90023,unassigned_point,node/966120882,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
VCT-00049,unassigned_point,node/966120896,EDP,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
STR-00001,unassigned_point,node/966120933,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
LSB-00965,unassigned_point,node/966120951,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
LSB-90043,unassigned_point,node/966120974,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
BGC-00002,unassigned_point,node/966120976,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
VCT-90004,unassigned_point,node/2083900944,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
VCT-90002,unassigned_point,node/2084642560,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
VCT-80003,unassigned_point,node/2084661709,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
VCT-90005,unassigned_point,node/2264276482,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
VCT-90008,unassigned_point,node/2731614409,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
VCT-80007,unassigned_point,node/2731614731,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
node/2893492870,unassigned_point,node/2893492870,Centro Ciência Viva da Floresta,1,0.0,customers,no,,,0,0.0,no,-1,0.0,0.0,,,,,,,,,,
BGC-90003,unassigned_point,node/2933883404,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
GMR-00005,unassigned_point,node/3105753180,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
AVR-90003,unassigned_point,node/3171161357,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
AVR-90005,unassigned_point,node/3171187226,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
AVR-80006,unassigned_point,node/3171192736,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
PRT-90086,unassigned_point,node/3341719224,EDP,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
PRT-80080,unassigned_point,node/3341719276,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
PRT-90085,unassigned_point,node/3341721516,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
PRT-90082,unassigned_point,node/3341729993,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
VNG-90013,unassigned_point,node/3341738003,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
VNG-90002,unassigned_point,node/3341752742,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
VNG-90003,unassigned_point,node/3341779870,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
VNG-90001,unassigned_point,node/3341780355,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
VNG-80012,unassigned_point,node/3341794812,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
VNG-90014,unassigned_point,node/3341796413,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
VNG-00008,unassigned_point,node/3341815003,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
VNG-90010,unassigned_point,node/3341816869,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
VNG-90011,unassigned_point,node/3341827359,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90110,unassigned_point,node/3575234309,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
LSB-90501,unassigned_point,node/3575234314,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
CSC-90005,unassigned_point,node/3575235106,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
GMR-90001,unassigned_point,node/3612876421,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
LRS-90030,unassigned_point,node/3660912777,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
BJA-90002,unassigned_point,node/3668899325,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
CSC-00002,unassigned_point,node/3697279495,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
CSC-90006,unassigned_point,node/3697279497,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
OER-00090,unassigned_point,node/3697287975,Galp Power,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
LSB-90146,unassigned_point,node/3703042039,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-80112,unassigned_point,node/3703042040,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-80124,unassigned_point,node/3703042041,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-80116,unassigned_point,node/3703042042,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LSB-00953,unassigned_point,node/3703042045,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
LSB-90118,unassigned_point,node/3703042046,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90111,unassigned_point,node/3703042047,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90122,unassigned_point,node/3703042048,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90127,unassigned_point,node/3703042049,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-00963,unassigned_point,node/3703171656,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
LSB-90137,unassigned_point,node/3703171657,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LSB-90140,unassigned_point,node/3703171658,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90151,unassigned_point,node/3703171659,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LSB-80149,unassigned_point,node/3703171660,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
LSB-01332,unassigned_point,node/3703171661,EDP,2,0.0,yes,no,24/7,Mobi.E,2,13.8,yes,0,0.0,13.8,,,,,2,6.9,,,,
LSB-90150,unassigned_point,node/3703171662,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-00105,unassigned_point,node/3703171663,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LSB-90141,unassigned_point,node/3703171664,Galp Power,2,0.0,yes,no,24/7,Mobi.E,3,66.0,no,1,22.0,44.0,,,,,3,22.0,,,,
LSB-90031,unassigned_point,node/3706318962,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-80148,unassigned_point,node/3706318963,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90129,unassigned_point,node/3706318964,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LSB-90135,unassigned_point,node/3706318967,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90133,unassigned_point,node/3706318968,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-00964,unassigned_point,node/3706318970,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LSB-80101,unassigned_point,node/3708190925,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LSB-80091,unassigned_point,node/3708190928,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LSB-90074,unassigned_point,node/3708190929,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-00163,unassigned_point,node/3708190930,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-01084,unassigned_point,node/3708190931,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
LSB-00142,unassigned_point,node/3708190932,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-00962,unassigned_point,node/3708190934,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
LSB-90021,unassigned_point,node/3708190935,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90017,unassigned_point,node/3708190937,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90028,unassigned_point,node/3708190938,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LSB-90018,unassigned_point,node/3708190939,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90530,unassigned_point,node/3708190940,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90531,unassigned_point,node/3708190941,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90069,unassigned_point,node/3724919250,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-91100,unassigned_point,node/3724919251,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-91101,unassigned_point,node/3724919252,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90097,unassigned_point,node/3724919253,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LSB-90093,unassigned_point,node/3724919257,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LSB-90103,unassigned_point,node/3724919265,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LSB-90099,unassigned_point,node/3724919266,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,40.0,no,0,0.0,40.0,,,,,2,20.0,,,,
LSB-80081,unassigned_point,node/3724919268,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LSB-90083,unassigned_point,node/3724919269,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LSB-90092,unassigned_point,node/3724919270,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
LSB-00950,unassigned_point,node/3724919273,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CBR-80007,unassigned_point,node/3930573508,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
CBR-90001,unassigned_point,node/3930573509,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
CBR-90003,unassigned_point,node/3930573510,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
CBR-90009,unassigned_point,node/3930573512,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CBR-90002,unassigned_point,node/3930573513,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
CBR-90005,unassigned_point,node/3930573515,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
CBR-90008,unassigned_point,node/3930573516,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
CBR-00032,unassigned_point,node/3930573517,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CBR-00025,unassigned_point,node/3930573518,Mota Engil II,2,0.0,yes,no,08:00-24:00,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
LRA-00086,unassigned_point,node/3930754457,Galp Power,2,0.0,yes,no,08:00-23:00,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
LRA-90009,unassigned_point,node/3930754458,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LRA-80008,unassigned_point,node/3930754459,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LRA-00011,unassigned_point,node/3930754461,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LRA-90006,unassigned_point,node/3930754462,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LRA-90005,unassigned_point,node/3930754463,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LRA-90007,unassigned_point,node/3930754464,EDP,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
LRA-80004,unassigned_point,node/3930754465,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
LRA-00003,unassigned_point,node/3930754466,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LRA-90001,unassigned_point,node/3930754467,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LRA-00002,unassigned_point,node/3930754468,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90029,unassigned_point,node/3982214475,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LSB-90037,unassigned_point,node/4097056356,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
TND-00002,unassigned_point,node/4235747160,Mobi.E,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
TND-00001,unassigned_point,node/4241719655,Mobi.E,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
TVD-80005,unassigned_point,node/4285884091,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
TVD-90001,unassigned_point,node/4285884092,EDP,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
TVD-00002,unassigned_point,node/4285884093,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
TVD-90003,unassigned_point,node/4285884094,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
TVD-00004,unassigned_point,node/4285884095,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
TVD-80006,unassigned_point,node/4285884096,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
OBD-00003,unassigned_point,node/4285884097,Prio.E,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
CLD-90001,unassigned_point,node/4285884098,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
CLD-90003,unassigned_point,node/4285884100,EDP,2,0.0,yes,no,24/7,Mobi.E,2,14.8,yes,0,0.0,14.8,,,,,2,7.4,,,,
CLD-90005,unassigned_point,node/4285884102,Mobi.E,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
BRG-90008,unassigned_point,node/4308828943,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
CLD-90002,unassigned_point,node/4479029544,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
STB-00001,unassigned_point,node/4680749892,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
PMZ-00003,unassigned_point,node/4917327221,Emacom,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
VLN-00001,unassigned_point,node/4942633432,EDP,2,93.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
VCT-00011,unassigned_point,node/4942633433,EDP,2,93.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
VCT-00006,unassigned_point,node/4942633434,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
VCT-80009,unassigned_point,node/5050852345,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
VCT-90010,unassigned_point,node/5050852346,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
GMR-90007,unassigned_point,node/5131739721,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
EVR-00005,unassigned_point,node/5137641527,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
EVR-90004,unassigned_point,node/5137641529,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
EVR-90001,unassigned_point,node/5137641530,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
EVR-90002,unassigned_point,node/5137641531,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
EVR-80003,unassigned_point,node/5137641533,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
EVR-00052,unassigned_point,node/5137692860,Repsol,2,72.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,72.0,1,50.0,,,,,1,22.0,1,50.0
ASL-00001,unassigned_point,node/5137692861,Galp Geste,2,0.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,100.0,1,50.0,,,,,1,43.0,1,50.0
ASL-00002,unassigned_point,node/5137692862,Galp Geste,2,0.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,100.0,1,50.0,,,,,1,43.0,1,50.0
AJT-00001,unassigned_point,node/5137692863,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
AJT-00002,unassigned_point,node/5137692864,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
LLE-00003,unassigned_point,node/5137692865,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
LLE-00002,unassigned_point,node/5137692866,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
EVR-00008,unassigned_point,node/5137692867,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
VIS-00041,unassigned_point,node/5191639713,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
SNT-90008,unassigned_point,node/5331790440,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
OAZ-00019,unassigned_point,node/5349379982,Helexia II,2,93.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
OAZ-00017,unassigned_point,node/5349380815,Helexia II,2,0.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,100.0,1,50.0,,,,,1,43.0,1,50.0
BRG-00015,unassigned_point,node/5370207527,Mobiletric,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
VNF-00003,unassigned_point,node/5370415062,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
VNF-00004,unassigned_point,node/5370418831,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
VRL-00007,unassigned_point,node/5370437952,EDP,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
