identifier,type,id,operator,capacity,charging_station:output,access,payment:cards,opening_hours,network,total_sockets,total_kw,flag_missing_tag,overflow,overflow_power,adjusted_kw,socket:chademo,socket:chademo:kw,socket:tesla_destination,socket:tesla_destination:kw,socket:type2,socket:type2:kw,socket:type2_cable,socket:type2_cable:kw,socket:type2_combo,socket:type2_combo:kw
CBR-00116,unassigned_point,node/12556670520,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
LLE-00253,unassigned_point,node/12558752050,Repsol,2,0.0,yes,no,24/7,Mobi.E,2,210.0,yes,0,0.0,210.0,1,50.0,,,,,,,1,160.0
LLE-00252,unassigned_point,node/12558792261,Repsol,2,0.0,yes,no,24/7,Mobi.E,2,320.0,yes,0,0.0,320.0,,,,,,,,,2,160.0
BRG-00042,unassigned_point,node/12560071141,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
BRG-00041,unassigned_point,node/12560071142,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
BRG-00017,unassigned_point,node/12560071143,Galp Power,2,0.0,yes,no,09:00-22:00,Mobi.E,2,22.0,yes,0,0.0,22.0,,,,,2,11.0,,,,
LSB-00473,unassigned_point,node/12560223429,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
LGA-00035,unassigned_point,node/12563742561,EV Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
MAI-00104,unassigned_point,node/12563956863,EVCE,1,0.0,yes,no,24/7,Mobi.E,1,22.0,yes,0,0.0,22.0,,,,,,,1,22.0,,
VNG-00246,unassigned_point,node/12563956864,EVCE,1,0.0,yes,no,24/7,Mobi.E,1,22.0,yes,0,0.0,22.0,,,,,,,1,22.0,,
LSB-00412,unassigned_point,node/12563989079,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,14.8,yes,0,0.0,14.8,,,,,2,7.4,,,,
LSB-00417,unassigned_point,node/12563989080,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
LSB-00464,unassigned_point,node/12563994743,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,22.0,yes,0,0.0,22.0,,,,,2,11.0,,,,
LSB-00463,unassigned_point,node/12563994744,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,22.0,yes,0,0.0,22.0,,,,,2,11.0,,,,
ILH-00015,unassigned_point,node/12564002500,KLC Serviços,1,0.0,customers,no,24/7,Mobi.E,1,7.4,yes,0,0.0,7.4,,,,,1,7.4,,,,
ILH-00013,unassigned_point,node/12564022501,KLC Serviços,1,0.0,customers,no,24/7,Mobi.E,1,7.4,yes,0,0.0,7.4,,,,,1,7.4,,,,
ILH-00011,unassigned_point,node/12564022502,KLC Serviços,1,0.0,customers,no,24/7,Mobi.E,1,7.4,yes,0,0.0,7.4,,,,,1,7.4,,,,
ILH-00012,unassigned_point,node/12564022503,KLC Serviços,1,0.0,customers,no,24/7,Mobi.E,1,7.4,yes,0,0.0,7.4,,,,,1,7.4,,,,
ILH-00010,unassigned_point,node/12564022504,KLC Serviços,1,0.0,customers,no,24/7,Mobi.E,1,7.4,yes,0,0.0,7.4,,,,,1,7.4,,,,
Continente Bom Dia Leiria São Romão,unassigned_point,node/12566186670,Continente,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
Continente Bom Dia Leiria São Romão,unassigned_point,node/12566186671,Continente,2,0.0,yes,no,24/7,Continente Plug&Charge,3,290.0,yes,1,50.0,240.0,1,50.0,,,,,,,2,120.0
Continente Bom Dia Bucelas,unassigned_point,node/12566240126,Continente,2,0.0,yes,no,24/7,Continente Plug&Charge,3,150.0,yes,1,50.0,100.0,1,50.0,,,,,,,2,50.0
Continente Bom Dia Bucelas,unassigned_point,node/12566240127,Continente,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
Continente Bom Dia Marinhais,unassigned_point,node/12566297444,Continente,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
ABF-00038,unassigned_point,node/12566330577,Galp Power,2,0.0,customers,no,24/7,Mobi.E,2,22.0,yes,0,0.0,22.0,,,,,2,11.0,,,,
ABF-00039,unassigned_point,node/12566330578,Galp Power,2,0.0,customers,no,24/7,Mobi.E,2,22.0,yes,0,0.0,22.0,,,,,2,11.0,,,,
VFR-00045,unassigned_point,node/12566416434,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
PRT-00042,unassigned_point,node/12566445689,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
PRT-00041,unassigned_point,node/12566445690,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
LGA-00019,unassigned_point,node/12566462350,EDP,2,0.0,customers,no,24/7,Mobi.E,2,14.8,yes,0,0.0,14.8,,,,,2,7.4,,,,
MRV-00002,unassigned_point,node/12566480059,EDP,2,0.0,customers,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
CTB-00049,unassigned_point,node/12569120708,Prio.E,2,120.0,yes,no,24/7,Mobi.E,2,170.0,no,0,0.0,120.0,1,50.0,,,,,,,1,120.0
EVR-00059,unassigned_point,node/12569177936,Mota Engil II,2,0.0,yes,yes,07:00-01:00,Mobi.E,2,180.0,yes,0,0.0,180.0,,,,,,,,,2,90.0
EVR-00058,unassigned_point,node/12569177937,Mota Engil II,2,0.0,yes,no,07:00-01:00,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
IDN-00006,unassigned_point,node/12569198445,Prio.E,2,90.0,yes,no,24/7,Mobi.E,2,140.0,no,0,0.0,90.0,1,50.0,,,,,,,1,90.0
FIG-00042,unassigned_point,node/12569233031,Enable Mobility Solutions,2,0.0,yes,yes,24/7,Mobi.E,2,300.0,yes,0,0.0,300.0,,,,,,,,,2,150.0
MLD-00034,unassigned_point,node/12569272431,EcoInside,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
VNG-00182,unassigned_point,node/12569272432,EDP,2,0.0,yes,no,07:00-22:00,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
MLD-00030,unassigned_point,node/12569305522,EcoInside,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
MTJ-00066,unassigned_point,node/12569472045,InstaVolt,1,0.0,yes,yes,24/7,Mobi.E,2,210.0,yes,1,50.0,160.0,1,50.0,,,,,,,1,160.0
PRD-00029,unassigned_point,node/12569498093,Helexia II,2,0.0,yes,no,24/7,Mobi.E,2,200.0,yes,0,0.0,200.0,,,,,,,,,2,100.0
PRD-00031,unassigned_point,node/12569498094,Helexia II,2,0.0,yes,no,24/7,Mobi.E,2,200.0,yes,0,0.0,200.0,,,,,,,,,2,100.0
PNF-00048,unassigned_point,node/12569499121,Helexia II,2,0.0,yes,no,24/7,Mobi.E,2,200.0,yes,0,0.0,200.0,,,,,,,,,2,100.0
PNF-00046,unassigned_point,node/12569499122,Helexia II,2,0.0,yes,no,24/7,Mobi.E,2,200.0,yes,0,0.0,200.0,,,,,,,,,2,100.0
PNF-00041,unassigned_point,node/12569499123,Mota Engil II,1,0.0,yes,no,24/7,Mobi.E,1,22.0,yes,0,0.0,22.0,,,,,1,22.0,,,,
TBR-00008,unassigned_point,node/12569543155,Helexia II,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
VCD-00053,unassigned_point,node/12569613373,Atlante,1,0.0,yes,no,24/7,Mobi.E,1,22.0,yes,0,0.0,22.0,,,,,1,22.0,,,,
VCD-00054,unassigned_point,node/12569613374,Atlante,2,0.0,yes,yes,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
MAI-00025,unassigned_point,node/12569711199,Powerdot,2,0.0,yes,no,09:30-21:00,Mobi.E,2,150.0,yes,0,0.0,150.0,1,50.0,,,,,,,1,100.0
MAI-00025,unassigned_point,node/12569711200,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,150.0,yes,0,0.0,150.0,1,50.0,,,,,,,1,100.0
node/12569716875,unassigned_point,node/12569716875,,2,0.0,private,,24/7,,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
node/12569716876,unassigned_point,node/12569716876,,2,0.0,private,,24/7,,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
node/12569716877,unassigned_point,node/12569716877,,2,0.0,private,,24/7,,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
node/12569716878,unassigned_point,node/12569716878,,2,0.0,private,,24/7,,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
MAI-00025,unassigned_point,node/12569762701,Powerdot,2,0.0,yes,no,09:30-21:00,Mobi.E,2,200.0,yes,0,0.0,200.0,,,,,,,,,2,100.0
MAI-00023,unassigned_point,node/12569762702,Powerdot,1,0.0,yes,no,09:30-21:00,Mobi.E,1,11.0,yes,0,0.0,11.0,,,,,1,11.0,,,,
BRG-00069,unassigned_point,node/12569781838,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,200.0,yes,0,0.0,200.0,,,,,,,,,2,100.0
BRG-00069,unassigned_point,node/12569781839,Powerdot,2,0.0,yes,no,24/7,Mobi.E,1,150.0,yes,-1,0.0,150.0,,,,,,,,,1,150.0
BRG-00069,unassigned_point,node/12569781840,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,150.0,yes,0,0.0,150.0,1,50.0,,,,,,,1,100.0
BRG-00067,unassigned_point,node/12569781841,Powerdot,1,0.0,yes,no,24/7,Mobi.E,1,11.0,yes,0,0.0,11.0,,,,,1,11.0,,,,
GMR-00123,unassigned_point,node/12569782152,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
GMR-00122,unassigned_point,node/12569782153,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
GMR-00121,unassigned_point,node/12569782154,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
GMR-00119,unassigned_point,node/12569782155,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
GMR-00120,unassigned_point,node/12569782156,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,110.0,yes,0,0.0,110.0,1,50.0,,,,,,,1,60.0
GMR-00117,unassigned_point,node/12569782157,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,110.0,yes,0,0.0,110.0,1,50.0,,,,,,,1,60.0
Continente Loulé,unassigned_point,node/12570798243,Continente,2,0.0,yes,no,09:00-21:00,Continente Plug&Charge,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
Continente Loulé,unassigned_point,node/12570798244,Continente,2,0.0,yes,no,09:00-21:00,Continente Plug&Charge,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
Continente Bom Dia Faro Montenegro,unassigned_point,node/12570799151,Continente,2,0.0,yes,no,08:00-22:00,Continente Plug&Charge,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
Continente Bom Dia Leça da Palmeira,unassigned_point,node/12570850306,Continente,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
node/12577016103,unassigned_point,node/12577016103,Hilton Garden Inn,1,0.0,customers,,,,1,11.0,yes,0,0.0,11.0,,,,,,,1,11.0,,
node/12577016104,unassigned_point,node/12577016104,Hilton Garden Inn,1,0.0,customers,,,,1,11.0,yes,0,0.0,11.0,,,,,,,1,11.0,,
node/12577016105,unassigned_point,node/12577016105,Hilton Garden Inn,1,0.0,customers,,,,1,11.0,yes,0,0.0,11.0,,,,,,,1,11.0,,
node/12577016106,unassigned_point,node/12577016106,Hilton Garden Inn,1,0.0,customers,,,,1,11.0,yes,0,0.0,11.0,,,,,,,1,11.0,,
node/12577016107,unassigned_point,node/12577016107,Hilton Garden Inn,1,0.0,customers,,,,1,11.0,yes,0,0.0,11.0,,,,,,,1,11.0,,
node/12577016108,unassigned_point,node/12577016108,Hilton Garden Inn,1,0.0,customers,,,,1,11.0,yes,0,0.0,11.0,,,,,,,1,11.0,,
node/12577016109,unassigned_point,node/12577016109,Hilton Garden Inn,1,0.0,customers,,,,1,11.0,yes,0,0.0,11.0,,,,,,,1,11.0,,
OER-00233,unassigned_point,node/12577023677,Powerdot,1,0.0,yes,no,10:00-23:00,Mobi.E,1,200.0,yes,0,0.0,200.0,,,,,,,,,1,200.0
OER-00233,unassigned_point,node/12577023678,Powerdot,1,0.0,yes,no,10:00-23:00,Mobi.E,1,200.0,yes,0,0.0,200.0,,,,,,,,,1,200.0
OER-00232,unassigned_point,node/12577023679,Powerdot,1,0.0,yes,no,10:00-23:00,Mobi.E,1,200.0,yes,0,0.0,200.0,,,,,,,,,1,200.0
OER-00232,unassigned_point,node/12577023680,Powerdot,1,0.0,yes,no,10:00-23:00,Mobi.E,1,200.0,yes,0,0.0,200.0,,,,,,,,,1,200.0
OER-00233,unassigned_point,node/12577023683,Powerdot,2,0.0,yes,no,10:00-23:00,Mobi.E,2,250.0,yes,0,0.0,250.0,1,50.0,,,,,,,1,200.0
OER-00098,unassigned_point,node/12577023684,Powerdot,2,0.0,yes,no,10:00-23:00,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
OER-00097,unassigned_point,node/12577023685,Powerdot,2,0.0,yes,no,10:00-23:00,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
OER-00096,unassigned_point,node/12577023686,Powerdot,2,0.0,yes,no,10:00-23:00,Mobi.E,2,200.0,yes,0,0.0,200.0,,,,,,,,,2,100.0
CBC-00012,unassigned_point,node/12580062302,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
ABF-00060,unassigned_point,node/12580107716,Powerdot,2,0.0,customers,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
CBC-00013,unassigned_point,node/12580174658,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
MTJ-00088,unassigned_point,node/12580190000,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CBC-00016,unassigned_point,node/12580194887,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
MTJ-00090,unassigned_point,node/12580216563,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CBC-00017,unassigned_point,node/12580232472,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
MTJ-00092,unassigned_point,node/12580240751,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
MTJ-00091,unassigned_point,node/12580240752,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
MTJ-00095,unassigned_point,node/12580240753,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
SJM-00024,unassigned_point,node/12580247913,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
SJM-00022,unassigned_point,node/12580249569,True Kare,2,72.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,72.0,1,50.0,,,1,22.0,,,1,50.0
VFR-00098,unassigned_point,node/12580254418,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,180.0,yes,0,0.0,180.0,,,,,,,,,2,90.0
VFR-00016,unassigned_point,node/12580286648,EDP,2,0.0,yes,no,24/7,Mobi.E,2,170.0,yes,0,0.0,170.0,1,50.0,,,,,,,1,120.0
node/12580286651,unassigned_point,node/12580286651,Hotel Nova Cruz,2,0.0,customers,,,,2,14.8,yes,0,0.0,14.8,,,,,2,7.4,,,,
VFR-00003,unassigned_point,node/12580286654,Galp Power,2,0.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,100.0,1,50.0,,,,,1,43.0,1,50.0
VFR-00043,unassigned_point,node/12580289957,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
MTS-00188,unassigned_point,node/12583048988,Galp Power,2,72.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,72.0,1,50.0,,,,,1,22.0,1,50.0
VFR-00075,unassigned_point,node/12583091687,Galp Power,2,0.0,yes,no,24/7,Mobi.E,3,120.0,yes,1,22.0,98.0,1,49.0,,,,,1,22.0,1,49.0
VFR-00056,unassigned_point,node/12583091688,Galp Power,2,0.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,100.0,1,50.0,,,,,1,43.0,1,50.0
VFR-00029,unassigned_point,node/12583091696,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
VFR-00094,unassigned_point,node/12583118820,Galp Power,2,0.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,100.0,1,50.0,,,,,1,43.0,1,50.0
VFR-00021,unassigned_point,node/12583147551,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00246,unassigned_point,node/12586055491,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00238,unassigned_point,node/12586056997,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00241,unassigned_point,node/12586064781,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
Continente Bom Dia Montemor-o-Velho,unassigned_point,node/12586067244,Continente,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
Continente Bom Dia Montemor-o-Velho,unassigned_point,node/12586067247,Continente,1,0.0,yes,no,24/7,Continente Plug&Charge,2,100.0,yes,1,50.0,50.0,1,50.0,,,,,,,1,50.0
CSC-00240,unassigned_point,node/12586076462,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
ARV-00019,unassigned_point,node/12586078757,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00239,unassigned_point,node/12586090132,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00236,unassigned_point,node/12586104507,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00244,unassigned_point,node/12586118180,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00242,unassigned_point,node/12586120162,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00245,unassigned_point,node/12586138915,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00247,unassigned_point,node/12586142018,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00252,unassigned_point,node/12586152279,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00248,unassigned_point,node/12586152531,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00250,unassigned_point,node/12586153871,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00251,unassigned_point,node/12586158411,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00249,unassigned_point,node/12586159249,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
MOBI-OER-00220,unassigned_point,node/12586167895,Galp Power,1,0.0,private,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,,,,,1,7.4,,,,
CSC-00253,unassigned_point,node/12586176174,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00256,unassigned_point,node/12586187216,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00255,unassigned_point,node/12586189524,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00254,unassigned_point,node/12586201401,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
VCD-00057,unassigned_point,node/12586210106,Galp Power,2,120.0,yes,no,24/7,Mobi.E,2,240.0,no,0,0.0,120.0,,,,,,,,,2,120.0
CSC-00259,unassigned_point,node/12586212445,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
HRT-00004,unassigned_point,node/12586216456,SEGMA,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,,,,,1,22.0,,,,
CSC-00258,unassigned_point,node/12586217504,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CSC-00257,unassigned_point,node/12586217505,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
TMR-00046,unassigned_point,node/12586221679,Powerdot,1,0.0,yes,no,24/7,Mobi.E,1,11.0,yes,0,0.0,11.0,,,,,1,11.0,,,,
VNF-00060,unassigned_point,node/12586221680,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,180.0,yes,0,0.0,180.0,,,,,,,,,2,90.0
CSC-00260,unassigned_point,node/12586221999,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
ILH-00008,unassigned_point,node/12588297571,Galp Power,1,0.0,customers,no,24/7,Mobi.E,1,11.0,yes,0,0.0,11.0,,,,,1,11.0,,,,
ILH-00005,unassigned_point,node/12588297572,Galp Power,1,0.0,customers,no,24/7,Mobi.E,1,11.0,yes,0,0.0,11.0,,,,,1,11.0,,,,
ILH-00006,unassigned_point,node/12588297573,Galp Power,1,0.0,customers,no,24/7,Mobi.E,1,11.0,yes,0,0.0,11.0,,,,,1,11.0,,,,
AND-00009,unassigned_point,node/12588337113,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,120.0,yes,0,0.0,120.0,,,,,,,,,2,60.0
MOBI-CHV-00002,unassigned_point,node/12588387799,Iberdrola,2,0.0,customers,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,,,2,22.0,,
SNT-00035,unassigned_point,node/12588467516,Galp Power,2,0.0,customers,no,24/7,Mobi.E,2,14.8,yes,0,0.0,14.8,,,,,2,7.4,,,,
MCH-00014,unassigned_point,node/12590082071,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,240.0,yes,0,0.0,240.0,,,,,,,,,2,120.0
AND-00017,unassigned_point,node/12590086138,EDP,2,142.0,yes,no,24/7,Mobi.E,3,262.0,no,1,22.0,142.0,,,,,1,22.0,,,2,120.0
MCH-00015,unassigned_point,node/12590400487,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,240.0,yes,0,0.0,240.0,,,,,,,,,2,120.0
MLD-00032,unassigned_point,node/12590419527,EcoInside,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
PTG-00027,unassigned_point,node/12590419695,InstaVolt,1,0.0,yes,yes,24/7,Mobi.E,2,210.0,yes,1,50.0,160.0,1,50.0,,,,,,,1,160.0
MTS-00180,unassigned_point,node/12590436273,EcoInside,2,0.0,yes,no,Mo-Fr 09:00-18:00,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
PTG-00028,unassigned_point,node/12590441609,InstaVolt,1,0.0,yes,yes,24/7,Mobi.E,2,210.0,yes,1,50.0,160.0,1,50.0,,,,,,,1,160.0
VFR-00092,unassigned_point,node/12590512094,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
VNC-00009,unassigned_point,node/12590571601,Iberdrola,2,0.0,customers,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,,,2,11.0,,
LSB-00327,unassigned_point,node/12590846831,Galp Power,1,0.0,yes,no,24/7,Mobi.E,1,7.4,yes,0,0.0,7.4,,,,,1,7.4,,,,
LSB-00326,unassigned_point,node/12590846832,Galp Power,1,0.0,yes,no,24/7,Mobi.E,1,7.4,yes,0,0.0,7.4,,,,,1,7.4,,,,
LSB-00325,unassigned_point,node/12590846833,Galp Power,1,0.0,yes,no,24/7,Mobi.E,1,7.4,yes,0,0.0,7.4,,,,,1,7.4,,,,
LSB-00324,unassigned_point,node/12590846834,Galp Power,1,0.0,yes,no,24/7,Mobi.E,1,7.4,yes,0,0.0,7.4,,,,,1,7.4,,,,
LSB-00323,unassigned_point,node/12590846835,Galp Power,1,0.0,yes,no,24/7,Mobi.E,1,7.4,yes,0,0.0,7.4,,,,,1,7.4,,,,
LSB-00322,unassigned_point,node/12590846836,Galp Power,1,0.0,yes,no,24/7,Mobi.E,1,7.4,yes,0,0.0,7.4,,,,,1,7.4,,,,
LSB-00321,unassigned_point,node/12590846837,Galp Power,1,0.0,yes,no,24/7,Mobi.E,1,7.4,yes,0,0.0,7.4,,,,,1,7.4,,,,
node/12590990496,unassigned_point,node/12590990496,El Corte Ingles Lisboa,1,0.0,yes,no,10:00-23:00,,1,17.0,yes,0,0.0,17.0,,,,,,,1,17.0,,
node/12590990497,unassigned_point,node/12590990497,El Corte Ingles Lisboa,1,0.0,yes,no,10:00-23:00,,1,17.0,yes,0,0.0,17.0,,,1,17.0,,,,,,
node/12590990498,unassigned_point,node/12590990498,El Corte Ingles Lisboa,1,0.0,yes,no,10:00-23:00,,1,17.0,yes,0,0.0,17.0,,,,,,,1,17.0,,
LSB-00386,unassigned_point,node/12591009223,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,22.0,yes,0,0.0,22.0,,,,,2,11.0,,,,
LSB-00383,unassigned_point,node/12591009224,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,22.0,yes,0,0.0,22.0,,,,,2,11.0,,,,
